Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Spain,ESP,1960,"Barro-Lee: Average years of tertiary schooling, age 40-44, female",BAR.TER.SCHL.4044.FE,0.03
Spain,ESP,2010,"Barro-Lee: Average years of tertiary schooling, age 45-49, total",BAR.TER.SCHL.4549,0.84
Spain,ESP,2005,"Barro-Lee: Average years of tertiary schooling, age 45-49, total",BAR.TER.SCHL.4549,0.74
Spain,ESP,2000,"Barro-Lee: Average years of tertiary schooling, age 45-49, total",BAR.TER.SCHL.4549,0.61
Spain,ESP,1995,"Barro-Lee: Average years of tertiary schooling, age 45-49, total",BAR.TER.SCHL.4549,0.43
Spain,ESP,1990,"Barro-Lee: Average years of tertiary schooling, age 45-49, total",BAR.TER.SCHL.4549,0.22
Spain,ESP,1985,"Barro-Lee: Average years of tertiary schooling, age 45-49, total",BAR.TER.SCHL.4549,0.24
Spain,ESP,1980,"Barro-Lee: Average years of tertiary schooling, age 45-49, total",BAR.TER.SCHL.4549,0.17
Spain,ESP,1975,"Barro-Lee: Average years of tertiary schooling, age 45-49, total",BAR.TER.SCHL.4549,0.13
Spain,ESP,1970,"Barro-Lee: Average years of tertiary schooling, age 45-49, total",BAR.TER.SCHL.4549,0.06
Spain,ESP,1965,"Barro-Lee: Average years of tertiary schooling, age 45-49, total",BAR.TER.SCHL.4549,0.06
Spain,ESP,1960,"Barro-Lee: Average years of tertiary schooling, age 45-49, total",BAR.TER.SCHL.4549,0.05
Spain,ESP,2010,"Barro-Lee: Average years of tertiary schooling, age 45-49, female",BAR.TER.SCHL.4549.FE,0.77
Spain,ESP,2005,"Barro-Lee: Average years of tertiary schooling, age 45-49, female",BAR.TER.SCHL.4549.FE,0.64
Spain,ESP,2000,"Barro-Lee: Average years of tertiary schooling, age 45-49, female",BAR.TER.SCHL.4549.FE,0.52
Spain,ESP,1995,"Barro-Lee: Average years of tertiary schooling, age 45-49, female",BAR.TER.SCHL.4549.FE,0.34
Spain,ESP,1990,"Barro-Lee: Average years of tertiary schooling, age 45-49, female",BAR.TER.SCHL.4549.FE,0.14
Spain,ESP,1985,"Barro-Lee: Average years of tertiary schooling, age 45-49, female",BAR.TER.SCHL.4549.FE,0.17
Spain,ESP,1980,"Barro-Lee: Average years of tertiary schooling, age 45-49, female",BAR.TER.SCHL.4549.FE,0.11
Spain,ESP,1975,"Barro-Lee: Average years of tertiary schooling, age 45-49, female",BAR.TER.SCHL.4549.FE,0.08
Spain,ESP,1970,"Barro-Lee: Average years of tertiary schooling, age 45-49, female",BAR.TER.SCHL.4549.FE,0.03
Spain,ESP,1965,"Barro-Lee: Average years of tertiary schooling, age 45-49, female",BAR.TER.SCHL.4549.FE,0.03
Spain,ESP,1960,"Barro-Lee: Average years of tertiary schooling, age 45-49, female",BAR.TER.SCHL.4549.FE,0.02
Spain,ESP,2010,"Barro-Lee: Average years of tertiary schooling, age 50-54, total",BAR.TER.SCHL.5054,0.84
Spain,ESP,2005,"Barro-Lee: Average years of tertiary schooling, age 50-54, total",BAR.TER.SCHL.5054,0.74
Spain,ESP,2000,"Barro-Lee: Average years of tertiary schooling, age 50-54, total",BAR.TER.SCHL.5054,0.48
Spain,ESP,1995,"Barro-Lee: Average years of tertiary schooling, age 50-54, total",BAR.TER.SCHL.5054,0.3
Spain,ESP,1990,"Barro-Lee: Average years of tertiary schooling, age 50-54, total",BAR.TER.SCHL.5054,0.22
Spain,ESP,1985,"Barro-Lee: Average years of tertiary schooling, age 50-54, total",BAR.TER.SCHL.5054,0.15
Spain,ESP,1980,"Barro-Lee: Average years of tertiary schooling, age 50-54, total",BAR.TER.SCHL.5054,0.17
Spain,ESP,1975,"Barro-Lee: Average years of tertiary schooling, age 50-54, total",BAR.TER.SCHL.5054,0.1
Spain,ESP,1970,"Barro-Lee: Average years of tertiary schooling, age 50-54, total",BAR.TER.SCHL.5054,0.06
Spain,ESP,1965,"Barro-Lee: Average years of tertiary schooling, age 50-54, total",BAR.TER.SCHL.5054,0.05
Spain,ESP,1960,"Barro-Lee: Average years of tertiary schooling, age 50-54, total",BAR.TER.SCHL.5054,0.05
Spain,ESP,2010,"Barro-Lee: Average years of tertiary schooling, age 50-54, female",BAR.TER.SCHL.5054.FE,0.77
Spain,ESP,2005,"Barro-Lee: Average years of tertiary schooling, age 50-54, female",BAR.TER.SCHL.5054.FE,0.64
Spain,ESP,2000,"Barro-Lee: Average years of tertiary schooling, age 50-54, female",BAR.TER.SCHL.5054.FE,0.36
Spain,ESP,1995,"Barro-Lee: Average years of tertiary schooling, age 50-54, female",BAR.TER.SCHL.5054.FE,0.2
Spain,ESP,1990,"Barro-Lee: Average years of tertiary schooling, age 50-54, female",BAR.TER.SCHL.5054.FE,0.14
Spain,ESP,1985,"Barro-Lee: Average years of tertiary schooling, age 50-54, female",BAR.TER.SCHL.5054.FE,0.09
Spain,ESP,1980,"Barro-Lee: Average years of tertiary schooling, age 50-54, female",BAR.TER.SCHL.5054.FE,0.11
Spain,ESP,1975,"Barro-Lee: Average years of tertiary schooling, age 50-54, female",BAR.TER.SCHL.5054.FE,0.06
Spain,ESP,1970,"Barro-Lee: Average years of tertiary schooling, age 50-54, female",BAR.TER.SCHL.5054.FE,0.03
Spain,ESP,1965,"Barro-Lee: Average years of tertiary schooling, age 50-54, female",BAR.TER.SCHL.5054.FE,0.02
Spain,ESP,1960,"Barro-Lee: Average years of tertiary schooling, age 50-54, female",BAR.TER.SCHL.5054.FE,0.02
Spain,ESP,2010,"Barro-Lee: Average years of tertiary schooling, age 55-59, total",BAR.TER.SCHL.5559,0.59
Spain,ESP,2005,"Barro-Lee: Average years of tertiary schooling, age 55-59, total",BAR.TER.SCHL.5559,0.51
Spain,ESP,2000,"Barro-Lee: Average years of tertiary schooling, age 55-59, total",BAR.TER.SCHL.5559,0.37
Spain,ESP,1995,"Barro-Lee: Average years of tertiary schooling, age 55-59, total",BAR.TER.SCHL.5559,0.24
Spain,ESP,1990,"Barro-Lee: Average years of tertiary schooling, age 55-59, total",BAR.TER.SCHL.5559,0.13
Spain,ESP,1985,"Barro-Lee: Average years of tertiary schooling, age 55-59, total",BAR.TER.SCHL.5559,0.15
Spain,ESP,1980,"Barro-Lee: Average years of tertiary schooling, age 55-59, total",BAR.TER.SCHL.5559,0.14
Spain,ESP,1975,"Barro-Lee: Average years of tertiary schooling, age 55-59, total",BAR.TER.SCHL.5559,0.1
Spain,ESP,1970,"Barro-Lee: Average years of tertiary schooling, age 55-59, total",BAR.TER.SCHL.5559,0.05
Spain,ESP,1965,"Barro-Lee: Average years of tertiary schooling, age 55-59, total",BAR.TER.SCHL.5559,0.05
Spain,ESP,1960,"Barro-Lee: Average years of tertiary schooling, age 55-59, total",BAR.TER.SCHL.5559,0.04
Spain,ESP,2010,"Barro-Lee: Average years of tertiary schooling, age 55-59, female",BAR.TER.SCHL.5559.FE,0.47
Spain,ESP,2005,"Barro-Lee: Average years of tertiary schooling, age 55-59, female",BAR.TER.SCHL.5559.FE,0.35
Spain,ESP,2000,"Barro-Lee: Average years of tertiary schooling, age 55-59, female",BAR.TER.SCHL.5559.FE,0.25
Spain,ESP,1995,"Barro-Lee: Average years of tertiary schooling, age 55-59, female",BAR.TER.SCHL.5559.FE,0.15
Spain,ESP,1990,"Barro-Lee: Average years of tertiary schooling, age 55-59, female",BAR.TER.SCHL.5559.FE,0.08
Spain,ESP,1985,"Barro-Lee: Average years of tertiary schooling, age 55-59, female",BAR.TER.SCHL.5559.FE,0.09
Spain,ESP,1980,"Barro-Lee: Average years of tertiary schooling, age 55-59, female",BAR.TER.SCHL.5559.FE,0.09
Spain,ESP,1975,"Barro-Lee: Average years of tertiary schooling, age 55-59, female",BAR.TER.SCHL.5559.FE,0.06
Spain,ESP,1970,"Barro-Lee: Average years of tertiary schooling, age 55-59, female",BAR.TER.SCHL.5559.FE,0.02
Spain,ESP,1965,"Barro-Lee: Average years of tertiary schooling, age 55-59, female",BAR.TER.SCHL.5559.FE,0.02
Spain,ESP,1960,"Barro-Lee: Average years of tertiary schooling, age 55-59, female",BAR.TER.SCHL.5559.FE,0.02
Spain,ESP,2010,"Barro-Lee: Average years of tertiary schooling, age 60-64, total",BAR.TER.SCHL.6064,0.6
Spain,ESP,2005,"Barro-Lee: Average years of tertiary schooling, age 60-64, total",BAR.TER.SCHL.6064,0.51
Spain,ESP,2000,"Barro-Lee: Average years of tertiary schooling, age 60-64, total",BAR.TER.SCHL.6064,0.27
Spain,ESP,1995,"Barro-Lee: Average years of tertiary schooling, age 60-64, total",BAR.TER.SCHL.6064,0.17
Spain,ESP,1990,"Barro-Lee: Average years of tertiary schooling, age 60-64, total",BAR.TER.SCHL.6064,0.13
Spain,ESP,1985,"Barro-Lee: Average years of tertiary schooling, age 60-64, total",BAR.TER.SCHL.6064,0.12
Spain,ESP,1980,"Barro-Lee: Average years of tertiary schooling, age 60-64, total",BAR.TER.SCHL.6064,0.14
Spain,ESP,1975,"Barro-Lee: Average years of tertiary schooling, age 60-64, total",BAR.TER.SCHL.6064,0.09
Spain,ESP,1970,"Barro-Lee: Average years of tertiary schooling, age 60-64, total",BAR.TER.SCHL.6064,0.05
Spain,ESP,1965,"Barro-Lee: Average years of tertiary schooling, age 60-64, total",BAR.TER.SCHL.6064,0.04
Spain,ESP,1960,"Barro-Lee: Average years of tertiary schooling, age 60-64, total",BAR.TER.SCHL.6064,0.03
Spain,ESP,2010,"Barro-Lee: Average years of tertiary schooling, age 60-64, female",BAR.TER.SCHL.6064.FE,0.48
Spain,ESP,2005,"Barro-Lee: Average years of tertiary schooling, age 60-64, female",BAR.TER.SCHL.6064.FE,0.35
Spain,ESP,2000,"Barro-Lee: Average years of tertiary schooling, age 60-64, female",BAR.TER.SCHL.6064.FE,0.17
Spain,ESP,1995,"Barro-Lee: Average years of tertiary schooling, age 60-64, female",BAR.TER.SCHL.6064.FE,0.1
Spain,ESP,1990,"Barro-Lee: Average years of tertiary schooling, age 60-64, female",BAR.TER.SCHL.6064.FE,0.08
Spain,ESP,1985,"Barro-Lee: Average years of tertiary schooling, age 60-64, female",BAR.TER.SCHL.6064.FE,0.07
Spain,ESP,1980,"Barro-Lee: Average years of tertiary schooling, age 60-64, female",BAR.TER.SCHL.6064.FE,0.09
Spain,ESP,1975,"Barro-Lee: Average years of tertiary schooling, age 60-64, female",BAR.TER.SCHL.6064.FE,0.05
Spain,ESP,1970,"Barro-Lee: Average years of tertiary schooling, age 60-64, female",BAR.TER.SCHL.6064.FE,0.02
Spain,ESP,1965,"Barro-Lee: Average years of tertiary schooling, age 60-64, female",BAR.TER.SCHL.6064.FE,0.02
Spain,ESP,1960,"Barro-Lee: Average years of tertiary schooling, age 60-64, female",BAR.TER.SCHL.6064.FE,0.02
Spain,ESP,2016,"PIRLS: Mean performance on the reading scale, total",LO.PIRLS.REA,528
Spain,ESP,2011,"PIRLS: Mean performance on the reading scale, total",LO.PIRLS.REA,513.060436471948
Spain,ESP,2006,"PIRLS: Mean performance on the reading scale, total",LO.PIRLS.REA,512.503886426683
Spain,ESP,2016,PIRLS: Fourth grade students reaching the advanced international benchmark in reading achievement (%),LO.PIRLS.REA.ADV,6
Spain,ESP,2011,PIRLS: Fourth grade students reaching the advanced international benchmark in reading achievement (%),LO.PIRLS.REA.ADV,3.86058590582697
Spain,ESP,2006,PIRLS: Fourth grade students reaching the advanced international benchmark in reading achievement (%),LO.PIRLS.REA.ADV,4.58403073460345
Spain,ESP,2016,PIRLS: Fourth grade students who did not reach the low international benchmark in reading achievement (%),LO.PIRLS.REA.BL,3
Spain,ESP,2011,PIRLS: Fourth grade students who did not reach the low international benchmark in reading achievement (%),LO.PIRLS.REA.BL,6.1280842980597
Spain,ESP,2006,PIRLS: Fourth grade students who did not reach the low international benchmark in reading achievement (%),LO.PIRLS.REA.BL,6.4623931162087
Spain,ESP,2016,"PIRLS: Mean performance on the reading scale, female",LO.PIRLS.REA.FE,532
Spain,ESP,2011,"PIRLS: Mean performance on the reading scale, female",LO.PIRLS.REA.FE,515.52801856352
Spain,ESP,2006,"PIRLS: Mean performance on the reading scale, female",LO.PIRLS.REA.FE,514.612090473687
Spain,ESP,2016,PIRLS: Fourth grade students reaching the high international benchmark in reading achievement (%),LO.PIRLS.REA.HI,39
Spain,ESP,2011,PIRLS: Fourth grade students reaching the high international benchmark in reading achievement (%),LO.PIRLS.REA.HI,30.7041314844927
Spain,ESP,2006,PIRLS: Fourth grade students reaching the high international benchmark in reading achievement (%),LO.PIRLS.REA.HI,31.0304645833072
Spain,ESP,2016,PIRLS: Fourth grade students reaching the intermediate international benchmark in reading achievement (%),LO.PIRLS.REA.INT,80
Spain,ESP,2011,PIRLS: Fourth grade students reaching the intermediate international benchmark in reading achievement (%),LO.PIRLS.REA.INT,72.4053824177034
Spain,ESP,2006,PIRLS: Fourth grade students reaching the intermediate international benchmark in reading achievement (%),LO.PIRLS.REA.INT,71.9571846254394
Spain,ESP,2016,PIRLS: Fourth grade students reaching the low international benchmark in reading achievement (%),LO.PIRLS.REA.LOW,97
Spain,ESP,2011,PIRLS: Fourth grade students reaching the low international benchmark in reading achievement (%),LO.PIRLS.REA.LOW,93.8719157019403
Spain,ESP,2006,PIRLS: Fourth grade students reaching the low international benchmark in reading achievement (%),LO.PIRLS.REA.LOW,93.5376068837913
Spain,ESP,2016,"PIRLS: Mean performance on the reading scale, male",LO.PIRLS.REA.MA,524
Spain,ESP,2011,"PIRLS: Mean performance on the reading scale, male",LO.PIRLS.REA.MA,510.651025127656
Spain,ESP,2006,"PIRLS: Mean performance on the reading scale, male",LO.PIRLS.REA.MA,510.527237249896
Spain,ESP,2018,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,481.392612675476
Spain,ESP,2015,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,485.8432
Spain,ESP,2012,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,484.319297801971
Spain,ESP,2009,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,483.493140321268
Spain,ESP,2006,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,479.957507442949
Spain,ESP,2003,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,485.10805641
Spain,ESP,2000,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,476
Spain,ESP,2018,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,478.135910517175
Spain,ESP,2015,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,477.859261015243
Spain,ESP,2012,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,475.964674682321
Spain,ESP,2009,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,473.898870545282
Spain,ESP,2006,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,475.629937527108
Spain,ESP,2003,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,480.74448774
Spain,ESP,2000,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,469
Spain,ESP,2018,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,484.568195214048
Spain,ESP,2015,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,493.848504341015
Spain,ESP,2012,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,492.422392241572
Spain,ESP,2009,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,492.779682787506
Spain,ESP,2006,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,484.189792641969
Spain,ESP,2003,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,489.60560601
Spain,ESP,2000,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,487
Spain,ESP,2015,PISA: Mean performance on the reading scale,LO.PISA.REA,495.5764
Spain,ESP,2012,PISA: Mean performance on the reading scale,LO.PISA.REA,487.939181597799
Spain,ESP,2009,PISA: Mean performance on the reading scale,LO.PISA.REA,481.042326052625
Spain,ESP,2006,PISA: Mean performance on the reading scale,LO.PISA.REA,460.830112097119
Spain,ESP,2003,PISA: Mean performance on the reading scale,LO.PISA.REA,480.53799047
Spain,ESP,2000,PISA: Mean performance on the reading scale,LO.PISA.REA,492.552969160095
Spain,ESP,2015,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,505.684719938288
Spain,ESP,2012,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,502.510818315018
Spain,ESP,2009,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,495.735519446013
Spain,ESP,2006,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,478.72493308716
Spain,ESP,2003,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,499.78328922
Spain,ESP,2000,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,505.351462366416
Spain,ESP,2015,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,485.441144637477
Spain,ESP,2012,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,473.806246243433
Spain,ESP,2009,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,466.820403217635
Spain,ESP,2006,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,443.329300443496
Spain,ESP,2003,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,460.655173
Spain,ESP,2000,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,481.215046948871
Spain,ESP,2018,PISA: Mean performance on the science scale,LO.PISA.SCI,483.252042725488
Spain,ESP,2015,PISA: Mean performance on the science scale,LO.PISA.SCI,492.7861
Spain,ESP,2012,PISA: Mean performance on the science scale,LO.PISA.SCI,496.445822824473
Spain,ESP,2009,PISA: Mean performance on the science scale,LO.PISA.SCI,488.254630256288
Spain,ESP,2006,PISA: Mean performance on the science scale,LO.PISA.SCI,488.424522403293
Spain,ESP,2003,PISA: Mean performance on the science scale,LO.PISA.SCI,487.09256947
Spain,ESP,2000,PISA: Mean performance on the science scale,LO.PISA.SCI,490.939007370946
Spain,ESP,2018,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,482.033794132677
Spain,ESP,2015,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,489.456045535693
Spain,ESP,2012,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,492.658315172659
Spain,ESP,2009,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,484.595163547486
Spain,ESP,2006,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,486.221838851549
Spain,ESP,2003,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,485.14226327
Spain,ESP,2000,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,491.3575170128
Spain,ESP,2018,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,484.439946553019
Spain,ESP,2015,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,496.125123827087
Spain,ESP,2012,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,500.119301777818
Spain,ESP,2009,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,491.796722962516
Spain,ESP,2006,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,490.57870712486
Spain,ESP,2003,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,489.09847144
Spain,ESP,2000,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,492.091498727509
Spain,ESP,2019,"TIMSS: Mean performance on the mathematics scale for fourth grade students, total",LO.TIMSS.MAT4,502
Spain,ESP,2015,"TIMSS: Mean performance on the mathematics scale for fourth grade students, total",LO.TIMSS.MAT4,505
Spain,ESP,2011,"TIMSS: Mean performance on the mathematics scale for fourth grade students, total",LO.TIMSS.MAT4,482
Spain,ESP,2019,TIMSS: Fourth grade students reaching the advanced international benchmark of mathematics achievement (%),LO.TIMSS.MAT4.ADV,4
Spain,ESP,2015,TIMSS: Fourth grade students reaching the advanced international benchmark of mathematics achievement (%),LO.TIMSS.MAT4.ADV,3
Spain,ESP,2011,TIMSS: Fourth grade students reaching the advanced international benchmark of mathematics achievement (%),LO.TIMSS.MAT4.ADV,1
Spain,ESP,2019,TIMSS: Fourth grade students who did not reach the low international benchmark of mathematics achievement (%),LO.TIMSS.MAT4.BL,9
Spain,ESP,2015,TIMSS: Fourth grade students who did not reach the low international benchmark of mathematics achievement (%),LO.TIMSS.MAT4.BL,3
Spain,ESP,2011,TIMSS: Fourth grade students who did not reach the low international benchmark of mathematics achievement (%),LO.TIMSS.MAT4.BL,12.70890511169
Spain,ESP,2019,"TIMSS: Mean performance on the mathematics scale for fourth grade students, female",LO.TIMSS.MAT4.FE,495
Spain,ESP,2015,"TIMSS: Mean performance on the mathematics scale for fourth grade students, female",LO.TIMSS.MAT4.FE,499
Spain,ESP,2011,"TIMSS: Mean performance on the mathematics scale for fourth grade students, female",LO.TIMSS.MAT4.FE,477
Spain,ESP,2019,TIMSS: Fourth grade students reaching the high international benchmark of mathematics achievement (%),LO.TIMSS.MAT4.HI,27
Spain,ESP,2015,TIMSS: Fourth grade students reaching the high international benchmark of mathematics achievement (%),LO.TIMSS.MAT4.HI,27
Spain,ESP,2011,TIMSS: Fourth grade students reaching the high international benchmark of mathematics achievement (%),LO.TIMSS.MAT4.HI,17
Spain,ESP,2019,TIMSS: Fourth grade students reaching the intermediate international benchmark of mathematics achievement (%),LO.TIMSS.MAT4.INT,65
Spain,ESP,2015,TIMSS: Fourth grade students reaching the intermediate international benchmark of mathematics achievement (%),LO.TIMSS.MAT4.INT,67
Spain,ESP,2011,TIMSS: Fourth grade students reaching the intermediate international benchmark of mathematics achievement (%),LO.TIMSS.MAT4.INT,56
Spain,ESP,2019,TIMSS: Fourth grade students reaching the low international benchmark of mathematics achievement (%),LO.TIMSS.MAT4.LOW,91
Spain,ESP,2015,TIMSS: Fourth grade students reaching the low international benchmark of mathematics achievement (%),LO.TIMSS.MAT4.LOW,93
Spain,ESP,2011,TIMSS: Fourth grade students reaching the low international benchmark of mathematics achievement (%),LO.TIMSS.MAT4.LOW,87
Spain,ESP,2019,"TIMSS: Mean performance on the mathematics scale for fourth grade students, male",LO.TIMSS.MAT4.MA,509
Spain,ESP,2015,"TIMSS: Mean performance on the mathematics scale for fourth grade students, male",LO.TIMSS.MAT4.MA,511
Spain,ESP,2011,"TIMSS: Mean performance on the mathematics scale for fourth grade students, male",LO.TIMSS.MAT4.MA,488
Spain,ESP,1995,"TIMSS: Mean performance on the mathematics scale for eighth grade students, total",LO.TIMSS.MAT8,482.791522094872
Spain,ESP,1995,TIMSS: Eighth grade students reaching the advanced international benchmark of mathematics achievement (%),LO.TIMSS.MAT8.ADV,2.1757298051386
Spain,ESP,1995,TIMSS: Eighth grade students who did not reach the low international benchmark of mathematics achievement (%),LO.TIMSS.MAT8.BL,12.4027291505161
Spain,ESP,1995,"TIMSS: Mean performance on the mathematics scale for eighth grade students, female",LO.TIMSS.MAT8.FE,477.22505022874
Spain,ESP,1995,TIMSS: Eighth grade students reaching the high international benchmark of mathematics achievement (%),LO.TIMSS.MAT8.HI,17.1034085906678
Spain,ESP,1995,TIMSS: Eighth grade students reaching the intermediate international benchmark of mathematics achievement (%),LO.TIMSS.MAT8.INT,54.2470110246907
Spain,ESP,1995,TIMSS: Eighth grade students reaching the low international benchmark of mathematics achievement (%),LO.TIMSS.MAT8.LOW,87.5972708494839
Spain,ESP,1995,"TIMSS: Mean performance on the mathematics scale for eighth grade students, male",LO.TIMSS.MAT8.MA,488.592046779498
Spain,ESP,2019,"TIMSS: Mean performance on the science scale for fourth grade students, total",LO.TIMSS.SCI4,511
Spain,ESP,2015,"TIMSS: Mean performance on the science scale for fourth grade students, total",LO.TIMSS.SCI4,518
Spain,ESP,2011,"TIMSS: Mean performance on the science scale for fourth grade students, total",LO.TIMSS.SCI4,505
Spain,ESP,2019,TIMSS: Fourth grade students reaching the advanced international benchmark of science achievement (%),LO.TIMSS.SCI4.ADV,3
Spain,ESP,2015,TIMSS: Fourth grade students reaching the advanced international benchmark of science achievement (%),LO.TIMSS.SCI4.ADV,5
Spain,ESP,2011,TIMSS: Fourth grade students reaching the advanced international benchmark of science achievement (%),LO.TIMSS.SCI4.ADV,4
Spain,ESP,2019,TIMSS: Fourth grade students who did not reach the low international benchmark of science achievement (%),LO.TIMSS.SCI4.BL,6
Spain,ESP,2015,TIMSS: Fourth grade students who did not reach the low international benchmark of science achievement (%),LO.TIMSS.SCI4.BL,1
Spain,ESP,2011,TIMSS: Fourth grade students who did not reach the low international benchmark of science achievement (%),LO.TIMSS.SCI4.BL,8.4529383390572
Spain,ESP,2019,"TIMSS: Mean performance on the science scale for fourth grade students, female",LO.TIMSS.SCI4.FE,511
Spain,ESP,2015,"TIMSS: Mean performance on the science scale for fourth grade students, female",LO.TIMSS.SCI4.FE,515
Spain,ESP,2011,"TIMSS: Mean performance on the science scale for fourth grade students, female",LO.TIMSS.SCI4.FE,500
Spain,ESP,2019,TIMSS: Fourth grade students reaching the high international benchmark of science achievement (%),LO.TIMSS.SCI4.HI,30
Spain,ESP,2015,TIMSS: Fourth grade students reaching the high international benchmark of science achievement (%),LO.TIMSS.SCI4.HI,34
Spain,ESP,2011,TIMSS: Fourth grade students reaching the high international benchmark of science achievement (%),LO.TIMSS.SCI4.HI,28
Spain,ESP,2019,TIMSS: Fourth grade students reaching the intermediate international benchmark of science achievement (%),LO.TIMSS.SCI4.INT,71
Spain,ESP,2015,TIMSS: Fourth grade students reaching the intermediate international benchmark of science achievement (%),LO.TIMSS.SCI4.INT,74
Spain,ESP,2011,TIMSS: Fourth grade students reaching the intermediate international benchmark of science achievement (%),LO.TIMSS.SCI4.INT,67
Spain,ESP,2019,TIMSS: Fourth grade students reaching the low international benchmark of science achievement (%),LO.TIMSS.SCI4.LOW,94
Spain,ESP,2015,TIMSS: Fourth grade students reaching the low international benchmark of science achievement (%),LO.TIMSS.SCI4.LOW,95
Spain,ESP,2011,TIMSS: Fourth grade students reaching the low international benchmark of science achievement (%),LO.TIMSS.SCI4.LOW,92
Spain,ESP,2019,"TIMSS: Mean performance on the science scale for fourth grade students, male",LO.TIMSS.SCI4.MA,512
Spain,ESP,2015,"TIMSS: Mean performance on the science scale for fourth grade students, male",LO.TIMSS.SCI4.MA,521
Spain,ESP,2011,"TIMSS: Mean performance on the science scale for fourth grade students, male",LO.TIMSS.SCI4.MA,510
Spain,ESP,1995,"TIMSS: Mean performance on the science scale for eighth grade students, total",LO.TIMSS.SCI8,503.511973147361
Spain,ESP,1995,TIMSS: Eighth grade students reaching the advanced international benchmark of science achievement (%),LO.TIMSS.SCI8.ADV,4.28381166432941
Spain,ESP,1995,TIMSS: Eighth grade students who did not reach the low international benchmark of science achievement (%),LO.TIMSS.SCI8.BL,8.10976625485
Spain,ESP,1995,"TIMSS: Mean performance on the science scale for eighth grade students, female",LO.TIMSS.SCI8.FE,489.524202670189
Spain,ESP,1995,TIMSS: Eighth grade students reaching the high international benchmark of science achievement (%),LO.TIMSS.SCI8.HI,26.5622547707118
Spain,ESP,1995,TIMSS: Eighth grade students reaching the intermediate international benchmark of science achievement (%),LO.TIMSS.SCI8.INT,66.3080110236783
Spain,ESP,1995,TIMSS: Eighth grade students reaching the low international benchmark of science achievement (%),LO.TIMSS.SCI8.LOW,91.89023374515
Spain,ESP,1995,"TIMSS: Mean performance on the science scale for eighth grade students, male",LO.TIMSS.SCI8.MA,518.087885841605
Spain,ESP,2016,Female pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,SE.LPV.PRIM.BMP.FE,2.44383811950684
Spain,ESP,2011,Female pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,SE.LPV.PRIM.BMP.FE,5.1544246673584
